id,password,name,location,balance,purchase_type,purchase_amount,purchase_date
2,pass002,User002,Georgia,3303.01,Housing,1718.16,8/4/2025
2,pass002,User002,Georgia,3303.01,Food,162.23,8/6/2025
2,pass002,User002,Georgia,3303.01,Entertainment,540.46,8/9/2025
2,pass002,User002,Georgia,3303.01,Entertainment,629.78,8/12/2025
2,pass002,User002,Georgia,3303.01,Utilities,1281.56,8/16/2025
2,pass002,User002,Georgia,3303.01,Food,1895.85,8/21/2025
2,pass002,User002,Georgia,3303.01,Housing,372.85,8/22/2025
2,pass002,User002,Georgia,3303.01,Food,257.69,8/25/2025
2,pass002,User002,Georgia,3303.01,Housing,1101.63,8/29/2025
2,pass002,User002,Georgia,3303.01,Entertainment,813.94,9/1/2025
2,pass002,User002,Georgia,3303.01,Utilities,1408.51,9/5/2025
2,pass002,User002,Georgia,3303.01,Housing,1120.33,9/9/2025
2,pass002,User002,Georgia,3303.01,Healthcare,1368.52,9/12/2025
2,pass002,User002,Georgia,3303.01,Transport,867.56,9/15/2025
2,pass002,User002,Georgia,3303.01,Healthcare,1894.59,9/17/2025
2,pass002,User002,Georgia,3303.01,Food,931.66,9/20/2025
2,pass002,User002,Georgia,3303.01,Healthcare,1720.58,9/25/2025
3,pass003,User003,New York,5640.11,Utilities,1961.21,7/5/2025
3,pass003,User003,New York,5640.11,Transport,1489.92,7/9/2025
3,pass003,User003,New York,5640.11,Housing,558.18,7/13/2025
3,pass003,User003,New York,5640.11,Entertainment,177.55,7/14/2025
3,pass003,User003,New York,5640.11,Food,415.82,7/18/2025
3,pass003,User003,New York,5640.11,Healthcare,978.38,7/21/2025
3,pass003,User003,New York,5640.11,Utilities,750.63,7/25/2025
3,pass003,User003,New York,5640.11,Healthcare,1230.54,7/29/2025
3,pass003,User003,New York,5640.11,Food,301.27,7/30/2025
3,pass003,User003,New York,5640.11,Healthcare,1318.35,8/4/2025
3,pass003,User003,New York,5640.11,Transport,1103.37,8/6/2025
3,pass003,User003,New York,5640.11,Entertainment,200.69,8/10/2025
3,pass003,User003,New York,5640.11,Entertainment,755.99,8/13/2025
3,pass003,User003,New York,5640.11,Food,1839.65,8/16/2025
3,pass003,User003,New York,5640.11,Transport,568.32,8/20/2025
3,pass003,User003,New York,5640.11,Food,719.04,8/23/2025
3,pass003,User003,New York,5640.11,Housing,1663.4,8/26/2025
3,pass003,User003,New York,5640.11,Housing,1447.45,8/29/2025
3,pass003,User003,New York,5640.11,Housing,127.74,9/2/2025
3,pass003,User003,New York,5640.11,Housing,1698.13,9/6/2025
3,pass003,User003,New York,5640.11,Entertainment,1657.66,9/8/2025
3,pass003,User003,New York,5640.11,Transport,797.9,9/11/2025
3,pass003,User003,New York,5640.11,Entertainment,1787.73,9/15/2025
3,pass003,User003,New York,5640.11,Healthcare,845.62,9/18/2025
3,pass003,User003,New York,5640.11,Healthcare,1202.3,9/22/2025
3,pass003,User003,New York,5640.11,Utilities,1886.4,9/24/2025
4,pass004,User004,New York,546.14,Food,821.01,7/6/2025
4,pass004,User004,New York,546.14,Transport,1697.95,7/10/2025
4,pass004,User004,New York,546.14,Utilities,1068.27,7/13/2025
4,pass004,User004,New York,546.14,Transport,107.01,7/14/2025
4,pass004,User004,New York,546.14,Healthcare,1911.34,7/19/2025
4,pass004,User004,New York,546.14,Transport,432.19,7/22/2025
4,pass004,User004,New York,546.14,Healthcare,790.04,7/25/2025
4,pass004,User004,New York,546.14,Healthcare,103.78,7/29/2025
4,pass004,User004,New York,546.14,Transport,1060.11,7/30/2025
4,pass004,User004,New York,546.14,Entertainment,224.7,8/5/2025
4,pass004,User004,New York,546.14,Healthcare,249.91,8/6/2025
4,pass004,User004,New York,546.14,Food,138.69,8/11/2025
4,pass004,User004,New York,546.14,Entertainment,96.05,8/13/2025
4,pass004,User004,New York,546.14,Healthcare,1236.39,8/16/2025
4,pass004,User004,New York,546.14,Food,1206.64,8/20/2025
4,pass004,User004,New York,546.14,Transport,1155.9,8/23/2025
4,pass004,User004,New York,546.14,Entertainment,574.61,8/25/2025
4,pass004,User004,New York,546.14,Food,1153.91,8/30/2025
4,pass004,User004,New York,546.14,Housing,1663.48,9/3/2025
4,pass004,User004,New York,546.14,Food,1573.56,9/6/2025
4,pass004,User004,New York,546.14,Transport,897.43,9/9/2025
4,pass004,User004,New York,546.14,Healthcare,1550.71,9/10/2025
4,pass004,User004,New York,546.14,Food,1936.56,9/16/2025
4,pass004,User004,New York,546.14,Utilities,1800.23,9/19/2025
4,pass004,User004,New York,546.14,Housing,1637.7,9/21/2025
4,pass004,User004,New York,546.14,Food,124.72,9/25/2025
5,pass005,User005,Georgia,2272.35,Entertainment,1568.34,7/6/2025
5,pass005,User005,Georgia,2272.35,Healthcare,180.16,7/9/2025
5,pass005,User005,Georgia,2272.35,Healthcare,1630.66,7/13/2025
5,pass005,User005,Georgia,2272.35,Entertainment,1413.14,7/15/2025
5,pass005,User005,Georgia,2272.35,Housing,1233.41,7/18/2025
5,pass005,User005,Georgia,2272.35,Entertainment,1001.43,7/21/2025
5,pass005,User005,Georgia,2272.35,Housing,1188.1,7/24/2025
5,pass005,User005,Georgia,2272.35,Housing,1108.98,7/27/2025
5,pass005,User005,Georgia,2272.35,Transport,1812.73,7/30/2025
5,pass005,User005,Georgia,2272.35,Healthcare,804.63,8/4/2025
5,pass005,User005,Georgia,2272.35,Housing,49.28,8/8/2025
5,pass005,User005,Georgia,2272.35,Housing,528.97,8/10/2025
5,pass005,User005,Georgia,2272.35,Utilities,1736.57,8/14/2025
5,pass005,User005,Georgia,2272.35,Transport,79.65,8/17/2025
5,pass005,User005,Georgia,2272.35,Food,896.76,8/21/2025
5,pass005,User005,Georgia,2272.35,Housing,1404.63,8/24/2025
5,pass005,User005,Georgia,2272.35,Entertainment,821.11,8/27/2025
5,pass005,User005,Georgia,2272.35,Housing,1980.5,8/28/2025
5,pass005,User005,Georgia,2272.35,Transport,374.3,9/2/2025
5,pass005,User005,Georgia,2272.35,Entertainment,806.06,9/4/2025
5,pass005,User005,Georgia,2272.35,Food,1457.63,9/8/2025
5,pass005,User005,Georgia,2272.35,Entertainment,314.4,9/11/2025
5,pass005,User005,Georgia,2272.35,Entertainment,885.31,9/14/2025
5,pass005,User005,Georgia,2272.35,Housing,1044.51,9/18/2025
5,pass005,User005,Georgia,2272.35,Entertainment,1420.19,9/20/2025
5,pass005,User005,Georgia,2272.35,Healthcare,1008.01,9/23/2025
6,pass006,User006,Georgia,8569.15,Healthcare,173.57,7/7/2025
6,pass006,User006,Georgia,8569.15,Healthcare,1778.7,7/10/2025
6,pass006,User006,Georgia,8569.15,Housing,193.06,7/11/2025
6,pass006,User006,Georgia,8569.15,Housing,188.24,7/16/2025
6,pass006,User006,Georgia,8569.15,Food,1717.23,7/17/2025
6,pass006,User006,Georgia,8569.15,Healthcare,148.16,7/22/2025
6,pass006,User006,Georgia,8569.15,Transport,1364.74,7/25/2025
6,pass006,User006,Georgia,8569.15,Housing,1225.85,7/27/2025
6,pass006,User006,Georgia,8569.15,Food,449.63,8/1/2025
6,pass006,User006,Georgia,8569.15,Healthcare,1845.95,8/5/2025
6,pass006,User006,Georgia,8569.15,Transport,1225.05,8/6/2025
6,pass006,User006,Georgia,8569.15,Transport,1304.44,8/9/2025
6,pass006,User006,Georgia,8569.15,Transport,1545.49,8/14/2025
6,pass006,User006,Georgia,8569.15,Healthcare,1157.62,8/16/2025
6,pass006,User006,Georgia,8569.15,Utilities,568.38,8/20/2025
6,pass006,User006,Georgia,8569.15,Transport,845.03,8/24/2025
6,pass006,User006,Georgia,8569.15,Utilities,1942.23,8/25/2025
6,pass006,User006,Georgia,8569.15,Utilities,209.58,8/30/2025
6,pass006,User006,Georgia,8569.15,Transport,1083.19,9/1/2025
6,pass006,User006,Georgia,8569.15,Transport,26.02,9/5/2025
6,pass006,User006,Georgia,8569.15,Transport,1153.57,9/9/2025
6,pass006,User006,Georgia,8569.15,Housing,1879.4,9/11/2025
6,pass006,User006,Georgia,8569.15,Utilities,1609.52,9/15/2025
6,pass006,User006,Georgia,8569.15,Housing,769.77,9/19/2025
6,pass006,User006,Georgia,8569.15,Transport,1865.22,9/21/2025
6,pass006,User006,Georgia,8569.15,Food,92.45,9/25/2025
7,pass007,User007,Georgia,6192.99,Food,857.59,7/5/2025
7,pass007,User007,Georgia,6192.99,Transport,259.59,7/8/2025
7,pass007,User007,Georgia,6192.99,Food,896.89,7/12/2025
7,pass007,User007,Georgia,6192.99,Housing,729.02,7/14/2025
7,pass007,User007,Georgia,6192.99,Housing,119.91,7/18/2025
7,pass007,User007,Georgia,6192.99,Utilities,183.59,7/23/2025
7,pass007,User007,Georgia,6192.99,Utilities,1107.95,7/26/2025
7,pass007,User007,Georgia,6192.99,Transport,373.96,7/27/2025
7,pass007,User007,Georgia,6192.99,Housing,1106.92,7/31/2025
7,pass007,User007,Georgia,6192.99,Transport,1669.08,8/5/2025
7,pass007,User007,Georgia,6192.99,Transport,1348.33,8/6/2025
7,pass007,User007,Georgia,6192.99,Healthcare,1241.96,8/10/2025
7,pass007,User007,Georgia,6192.99,Entertainment,895.57,8/14/2025
7,pass007,User007,Georgia,6192.99,Entertainment,934.87,8/17/2025
7,pass007,User007,Georgia,6192.99,Utilities,1908.43,8/20/2025
7,pass007,User007,Georgia,6192.99,Housing,1398.48,8/22/2025
7,pass007,User007,Georgia,6192.99,Food,1203.86,8/25/2025
7,pass007,User007,Georgia,6192.99,Utilities,1013.6,8/28/2025
7,pass007,User007,Georgia,6192.99,Entertainment,1175.5,9/3/2025
7,pass007,User007,Georgia,6192.99,Healthcare,1510.88,9/6/2025
7,pass007,User007,Georgia,6192.99,Food,1307.81,9/9/2025
7,pass007,User007,Georgia,6192.99,Transport,1803.52,9/12/2025
7,pass007,User007,Georgia,6192.99,Housing,161.92,9/16/2025
7,pass007,User007,Georgia,6192.99,Healthcare,428.06,9/17/2025
7,pass007,User007,Georgia,6192.99,Transport,978.96,9/21/2025
7,pass007,User007,Georgia,6192.99,Entertainment,840.78,9/24/2025
8,pass008,User008,Georgia,898.3,Food,146.51,7/5/2025
8,pass008,User008,Georgia,898.3,Healthcare,961.96,7/10/2025
8,pass008,User008,Georgia,898.3,Housing,148.2,7/13/2025
8,pass008,User008,Georgia,898.3,Food,797.13,7/15/2025
8,pass008,User008,Georgia,898.3,Entertainment,1230.31,7/18/2025
8,pass008,User008,Georgia,898.3,Housing,558.6,7/21/2025
8,pass008,User008,Georgia,898.3,Food,1402.57,7/24/2025
8,pass008,User008,Georgia,898.3,Housing,41.57,7/28/2025
8,pass008,User008,Georgia,898.3,Transport,1749.65,7/30/2025
8,pass008,User008,Georgia,898.3,Entertainment,1724.15,8/4/2025
8,pass008,User008,Georgia,898.3,Entertainment,1836.85,8/8/2025
8,pass008,User008,Georgia,898.3,Utilities,160.32,8/11/2025
8,pass008,User008,Georgia,898.3,Transport,1198.59,8/13/2025
8,pass008,User008,Georgia,898.3,Entertainment,1758.47,8/16/2025
8,pass008,User008,Georgia,898.3,Housing,148.43,8/21/2025
8,pass008,User008,Georgia,898.3,Utilities,233.83,8/24/2025
8,pass008,User008,Georgia,898.3,Healthcare,631.07,8/26/2025
8,pass008,User008,Georgia,898.3,Transport,1723.31,8/29/2025
8,pass008,User008,Georgia,898.3,Healthcare,992.42,9/1/2025
8,pass008,User008,Georgia,898.3,Transport,688.29,9/5/2025
8,pass008,User008,Georgia,898.3,Food,1609.65,9/9/2025
8,pass008,User008,Georgia,898.3,Entertainment,195.31,9/12/2025
8,pass008,User008,Georgia,898.3,Utilities,699.24,9/16/2025
8,pass008,User008,Georgia,898.3,Food,361.57,9/17/2025
8,pass008,User008,Georgia,898.3,Healthcare,1810.87,9/20/2025
8,pass008,User008,Georgia,898.3,Healthcare,1195.77,9/23/2025
9,pass009,User009,New York,1775.52,Entertainment,1390.08,7/7/2025
9,pass009,User009,New York,1775.52,Utilities,1557.79,7/9/2025
9,pass009,User009,New York,1775.52,Healthcare,1848.46,7/11/2025
9,pass009,User009,New York,1775.52,Housing,1236.73,7/15/2025
9,pass009,User009,New York,1775.52,Healthcare,789.14,7/18/2025
9,pass009,User009,New York,1775.52,Housing,563.41,7/21/2025
9,pass009,User009,New York,1775.52,Transport,1226.7,7/25/2025
9,pass009,User009,New York,1775.52,Healthcare,1555.17,7/29/2025
9,pass009,User009,New York,1775.52,Housing,752.26,7/30/2025
9,pass009,User009,New York,1775.52,Transport,159.27,8/3/2025
9,pass009,User009,New York,1775.52,Utilities,44.65,8/7/2025
9,pass009,User009,New York,1775.52,Entertainment,1404.92,8/9/2025
9,pass009,User009,New York,1775.52,Healthcare,725.16,8/13/2025
9,pass009,User009,New York,1775.52,Utilities,1102.97,8/17/2025
9,pass009,User009,New York,1775.52,Transport,749.07,8/20/2025
9,pass009,User009,New York,1775.52,Food,205.84,8/23/2025
9,pass009,User009,New York,1775.52,Healthcare,1675.54,8/27/2025
9,pass009,User009,New York,1775.52,Utilities,298.92,8/30/2025
9,pass009,User009,New York,1775.52,Healthcare,67.48,9/1/2025
9,pass009,User009,New York,1775.52,Transport,485.29,9/6/2025
9,pass009,User009,New York,1775.52,Healthcare,1668.26,9/8/2025
9,pass009,User009,New York,1775.52,Entertainment,1775.86,9/10/2025
9,pass009,User009,New York,1775.52,Transport,1665.44,9/15/2025
9,pass009,User009,New York,1775.52,Entertainment,804.37,9/18/2025
9,pass009,User009,New York,1775.52,Entertainment,1603.77,9/22/2025
9,pass009,User009,New York,1775.52,Food,523.01,9/23/2025
10,pass010,User010,New York,8217.97,Utilities,499.43,7/7/2025
10,pass010,User010,New York,8217.97,Utilities,287.37,7/8/2025
10,pass010,User010,New York,8217.97,Housing,1942.91,7/12/2025
10,pass010,User010,New York,8217.97,Entertainment,1250.89,7/14/2025
10,pass010,User010,New York,8217.97,Housing,920.74,7/18/2025
10,pass010,User010,New York,8217.97,Housing,528.1,7/21/2025
10,pass010,User010,New York,8217.97,Utilities,1856.4,7/26/2025
10,pass010,User010,New York,8217.97,Entertainment,1310.66,7/28/2025
10,pass010,User010,New York,8217.97,Transport,68.5,8/1/2025
10,pass010,User010,New York,8217.97,Food,126.47,8/4/2025
10,pass010,User010,New York,8217.97,Healthcare,1147.56,8/7/2025
10,pass010,User010,New York,8217.97,Food,1369.48,8/10/2025
10,pass010,User010,New York,8217.97,Utilities,1359.38,8/13/2025
10,pass010,User010,New York,8217.97,Healthcare,796.8,8/17/2025
10,pass010,User010,New York,8217.97,Food,1165.23,8/20/2025
10,pass010,User010,New York,8217.97,Transport,262.95,8/23/2025
10,pass010,User010,New York,8217.97,Housing,628.86,8/26/2025
10,pass010,User010,New York,8217.97,Food,1429.79,8/28/2025
10,pass010,User010,New York,8217.97,Transport,1979.23,9/2/2025
10,pass010,User010,New York,8217.97,Food,1179.25,9/5/2025
10,pass010,User010,New York,8217.97,Food,1113.06,9/8/2025
10,pass010,User010,New York,8217.97,Healthcare,1816.62,9/11/2025
10,pass010,User010,New York,8217.97,Healthcare,305.31,9/15/2025
10,pass010,User010,New York,8217.97,Housing,1070.02,9/17/2025
10,pass010,User010,New York,8217.97,Utilities,1277.02,9/20/2025
10,pass010,User010,New York,8217.97,Healthcare,493.47,9/23/2025
11,pass011,User011,Georgia,4476.04,Food,292.46,7/5/2025
11,pass011,User011,Georgia,4476.04,Entertainment,1898.07,7/10/2025
11,pass011,User011,Georgia,4476.04,Transport,1162.83,7/11/2025
11,pass011,User011,Georgia,4476.04,Entertainment,1159.24,7/14/2025
11,pass011,User011,Georgia,4476.04,Utilities,1861.22,7/17/2025
11,pass011,User011,Georgia,4476.04,Food,1352.54,7/22/2025
11,pass011,User011,Georgia,4476.04,Healthcare,1719.27,7/25/2025
11,pass011,User011,Georgia,4476.04,Housing,485.3,7/28/2025
11,pass011,User011,Georgia,4476.04,Entertainment,1854.29,8/1/2025
11,pass011,User011,Georgia,4476.04,Food,1058.1,8/3/2025
11,pass011,User011,Georgia,4476.04,Transport,304.17,8/7/2025
11,pass011,User011,Georgia,4476.04,Entertainment,957.71,8/11/2025
11,pass011,User011,Georgia,4476.04,Transport,613.46,8/14/2025
11,pass011,User011,Georgia,4476.04,Housing,177.05,8/18/2025
11,pass011,User011,Georgia,4476.04,Transport,1945.09,8/19/2025
11,pass011,User011,Georgia,4476.04,Entertainment,721.55,8/22/2025
11,pass011,User011,Georgia,4476.04,Healthcare,525.33,8/27/2025
11,pass011,User011,Georgia,4476.04,Transport,1623.07,8/28/2025
11,pass011,User011,Georgia,4476.04,Transport,289.18,9/2/2025
11,pass011,User011,Georgia,4476.04,Entertainment,260.06,9/4/2025
11,pass011,User011,Georgia,4476.04,Food,1812.94,9/7/2025
11,pass011,User011,Georgia,4476.04,Transport,895.42,9/11/2025
11,pass011,User011,Georgia,4476.04,Transport,1315.89,9/15/2025
11,pass011,User011,Georgia,4476.04,Entertainment,1343.42,9/17/2025
11,pass011,User011,Georgia,4476.04,Utilities,1813.43,9/20/2025
11,pass011,User011,Georgia,4476.04,Utilities,1287.48,9/25/2025
12,pass012,User012,Florida,9719.06,Entertainment,1300.98,7/5/2025
12,pass012,User012,Florida,9719.06,Entertainment,512.18,7/10/2025
12,pass012,User012,Florida,9719.06,Utilities,1704.36,7/11/2025
12,pass012,User012,Florida,9719.06,Transport,594.11,7/16/2025
12,pass012,User012,Florida,9719.06,Housing,1444.65,7/17/2025
12,pass012,User012,Florida,9719.06,Healthcare,445.85,7/22/2025
12,pass012,User012,Florida,9719.06,Transport,816.1,7/24/2025
12,pass012,User012,Florida,9719.06,Food,485.2,7/27/2025
12,pass012,User012,Florida,9719.06,Food,491.85,7/30/2025
12,pass012,User012,Florida,9719.06,Housing,1088.68,8/3/2025
12,pass012,User012,Florida,9719.06,Food,1397.58,8/7/2025
12,pass012,User012,Florida,9719.06,Transport,471.14,8/10/2025
12,pass012,User012,Florida,9719.06,Transport,1034.37,8/13/2025
12,pass012,User012,Florida,9719.06,Food,771.32,8/18/2025
12,pass012,User012,Florida,9719.06,Utilities,670.98,8/20/2025
12,pass012,User012,Florida,9719.06,Food,502.46,8/24/2025
12,pass012,User012,Florida,9719.06,Housing,1737.73,8/26/2025
12,pass012,User012,Florida,9719.06,Transport,364.82,8/28/2025
12,pass012,User012,Florida,9719.06,Healthcare,451.93,9/2/2025
12,pass012,User012,Florida,9719.06,Utilities,477.58,9/5/2025
12,pass012,User012,Florida,9719.06,Food,1141.24,9/9/2025
12,pass012,User012,Florida,9719.06,Entertainment,93.25,9/12/2025
12,pass012,User012,Florida,9719.06,Housing,1214.05,9/16/2025
12,pass012,User012,Florida,9719.06,Entertainment,185.97,9/18/2025
12,pass012,User012,Florida,9719.06,Transport,1349.19,9/21/2025
12,pass012,User012,Florida,9719.06,Transport,1832.99,9/23/2025
13,pass013,User013,California,3699.98,Transport,851.05,7/7/2025
13,pass013,User013,California,3699.98,Entertainment,313.67,7/8/2025
13,pass013,User013,California,3699.98,Transport,1611.64,7/12/2025
13,pass013,User013,California,3699.98,Entertainment,62.98,7/15/2025
13,pass013,User013,California,3699.98,Entertainment,771.78,7/19/2025
13,pass013,User013,California,3699.98,Transport,534.36,7/22/2025
13,pass013,User013,California,3699.98,Entertainment,338.99,7/26/2025
13,pass013,User013,California,3699.98,Entertainment,25.31,7/29/2025
13,pass013,User013,California,3699.98,Housing,480.67,7/30/2025
13,pass013,User013,California,3699.98,Entertainment,1893.02,8/4/2025
13,pass013,User013,California,3699.98,Food,760.92,8/7/2025
13,pass013,User013,California,3699.98,Transport,953.66,8/11/2025
13,pass013,User013,California,3699.98,Transport,309.94,8/12/2025
13,pass013,User013,California,3699.98,Healthcare,543.88,8/18/2025
13,pass013,User013,California,3699.98,Transport,1148.85,8/19/2025
13,pass013,User013,California,3699.98,Food,904.39,8/22/2025
13,pass013,User013,California,3699.98,Housing,803.45,8/25/2025
13,pass013,User013,California,3699.98,Transport,620.07,8/28/2025
13,pass013,User013,California,3699.98,Healthcare,343.24,9/2/2025
13,pass013,User013,California,3699.98,Food,1603.83,9/5/2025
13,pass013,User013,California,3699.98,Utilities,171.67,9/9/2025
13,pass013,User013,California,3699.98,Food,639.15,9/12/2025
13,pass013,User013,California,3699.98,Transport,876.66,9/14/2025
13,pass013,User013,California,3699.98,Transport,635.32,9/18/2025
13,pass013,User013,California,3699.98,Healthcare,891.29,9/21/2025
13,pass013,User013,California,3699.98,Transport,204.48,9/23/2025
14,pass014,User014,New York,910.17,Housing,1290.4,7/7/2025
14,pass014,User014,New York,910.17,Entertainment,667,7/9/2025
14,pass014,User014,New York,910.17,Entertainment,1337.17,7/13/2025
14,pass014,User014,New York,910.17,Utilities,294.36,7/15/2025
14,pass014,User014,New York,910.17,Healthcare,1892.3,7/19/2025
14,pass014,User014,New York,910.17,Entertainment,1743.91,7/23/2025
14,pass014,User014,New York,910.17,Housing,458.54,7/24/2025
14,pass014,User014,New York,910.17,Transport,109.46,7/27/2025
14,pass014,User014,New York,910.17,Food,147.84,7/30/2025
14,pass014,User014,New York,910.17,Food,1789.44,8/3/2025
14,pass014,User014,New York,910.17,Housing,566.55,8/8/2025
14,pass014,User014,New York,910.17,Food,1648.92,8/11/2025
14,pass014,User014,New York,910.17,Transport,535.45,8/12/2025
14,pass014,User014,New York,910.17,Housing,1048.32,8/16/2025
14,pass014,User014,New York,910.17,Utilities,1783.52,8/21/2025
14,pass014,User014,New York,910.17,Food,1510.91,8/22/2025
14,pass014,User014,New York,910.17,Utilities,1572.67,8/26/2025
14,pass014,User014,New York,910.17,Transport,1674.19,8/29/2025
14,pass014,User014,New York,910.17,Utilities,262.9,9/2/2025
14,pass014,User014,New York,910.17,Food,1756.22,9/4/2025
14,pass014,User014,New York,910.17,Entertainment,1205.83,9/8/2025
14,pass014,User014,New York,910.17,Housing,61.44,9/10/2025
14,pass014,User014,New York,910.17,Food,1385.1,9/15/2025
14,pass014,User014,New York,910.17,Food,1091.67,9/17/2025
14,pass014,User014,New York,910.17,Healthcare,1859.47,9/20/2025
14,pass014,User014,New York,910.17,Utilities,408.33,9/23/2025
15,pass015,User015,Georgia,4952.22,Housing,1905.69,7/5/2025
15,pass015,User015,Georgia,4952.22,Food,1449.54,7/8/2025
15,pass015,User015,Georgia,4952.22,Healthcare,337.35,7/11/2025
15,pass015,User015,Georgia,4952.22,Utilities,1885.56,7/16/2025
15,pass015,User015,Georgia,4952.22,Food,496.34,7/19/2025
15,pass015,User015,Georgia,4952.22,Healthcare,879,7/23/2025
15,pass015,User015,Georgia,4952.22,Healthcare,1294.65,7/24/2025
15,pass015,User015,Georgia,4952.22,Entertainment,180.82,7/28/2025
15,pass015,User015,Georgia,4952.22,Healthcare,453.4,7/31/2025
15,pass015,User015,Georgia,4952.22,Food,672.97,8/4/2025
15,pass015,User015,Georgia,4952.22,Housing,551.58,8/8/2025
15,pass015,User015,Georgia,4952.22,Food,1695.72,8/11/2025
15,pass015,User015,Georgia,4952.22,Entertainment,309.25,8/12/2025
15,pass015,User015,Georgia,4952.22,Healthcare,979.45,8/18/2025
15,pass015,User015,Georgia,4952.22,Food,906.24,8/20/2025
15,pass015,User015,Georgia,4952.22,Entertainment,987.8,8/24/2025
15,pass015,User015,Georgia,4952.22,Healthcare,634.46,8/25/2025
15,pass015,User015,Georgia,4952.22,Transport,1882.26,8/29/2025
15,pass015,User015,Georgia,4952.22,Utilities,1248.95,9/3/2025
15,pass015,User015,Georgia,4952.22,Housing,1557.56,9/5/2025
15,pass015,User015,Georgia,4952.22,Entertainment,1360.07,9/9/2025
15,pass015,User015,Georgia,4952.22,Healthcare,1728.44,9/10/2025
15,pass015,User015,Georgia,4952.22,Healthcare,1226.48,9/16/2025
15,pass015,User015,Georgia,4952.22,Utilities,422.06,9/19/2025
15,pass015,User015,Georgia,4952.22,Food,1803.67,9/22/2025
15,pass015,User015,Georgia,4952.22,Entertainment,1605.9,9/24/2025
16,pass016,User016,Georgia,9047.35,Transport,1264.66,7/6/2025
16,pass016,User016,Georgia,9047.35,Entertainment,1221.82,7/10/2025
16,pass016,User016,Georgia,9047.35,Utilities,1599.18,7/12/2025
16,pass016,User016,Georgia,9047.35,Transport,1104.48,7/16/2025
16,pass016,User016,Georgia,9047.35,Transport,593.24,7/19/2025
16,pass016,User016,Georgia,9047.35,Food,592.76,7/22/2025
16,pass016,User016,Georgia,9047.35,Utilities,230.69,7/25/2025
16,pass016,User016,Georgia,9047.35,Utilities,1169.41,7/28/2025
16,pass016,User016,Georgia,9047.35,Healthcare,1551.99,8/1/2025
16,pass016,User016,Georgia,9047.35,Entertainment,120.96,8/4/2025
16,pass016,User016,Georgia,9047.35,Healthcare,1122.31,8/8/2025
16,pass016,User016,Georgia,9047.35,Transport,1066.04,8/11/2025
16,pass016,User016,Georgia,9047.35,Housing,142.04,8/13/2025
16,pass016,User016,Georgia,9047.35,Transport,1515.87,8/18/2025
16,pass016,User016,Georgia,9047.35,Utilities,286.01,8/21/2025
16,pass016,User016,Georgia,9047.35,Housing,1295.81,8/22/2025
16,pass016,User016,Georgia,9047.35,Food,1755.78,8/26/2025
16,pass016,User016,Georgia,9047.35,Food,903.31,8/28/2025
16,pass016,User016,Georgia,9047.35,Housing,353.49,9/3/2025
16,pass016,User016,Georgia,9047.35,Transport,1793.83,9/6/2025
16,pass016,User016,Georgia,9047.35,Healthcare,1644.47,9/7/2025
