id,password,name,location,balance,income_yearly,purchase_type,purchase_amount,purchase_date,income_weekly
25,pass25#Fl,Daniel Green,Florida,7666.26,67468,Food,20.55,2025-03-03,1297.4615384615386
25,pass25#Fl,Daniel Green,Florida,7666.26,67468,Utilities,46.96,2025-03-03,1297.4615384615386
25,pass25#Fl,Daniel Green,Florida,7666.26,67468,Housing,459.09,2025-03-03,1297.4615384615386
25,pass25#Fl,Daniel Green,Florida,7666.26,67468,Transport,26.05,2025-03-03,1297.4615384615386
25,pass25#Fl,Daniel Green,Florida,7666.26,67468,Entertainment,56.95,2025-03-03,1297.4615384615386
25,pass25#Fl,Daniel Green,Florida,7666.26,67468,Healthcare,214.79,2025-03-03,1297.4615384615386
26,pass26#Fl,Grace Adams,Florida,2825.44,59151,Food,60.37,2025-03-03,1137.5192307692307
26,pass26#Fl,Grace Adams,Florida,2825.44,59151,Utilities,210.48,2025-03-03,1137.5192307692307
26,pass26#Fl,Grace Adams,Florida,2825.44,59151,Housing,217.1,2025-03-03,1137.5192307692307
26,pass26#Fl,Grace Adams,Florida,2825.44,59151,Transport,24.88,2025-03-03,1137.5192307692307
26,pass26#Fl,Grace Adams,Florida,2825.44,59151,Entertainment,42.7,2025-03-03,1137.5192307692307
26,pass26#Fl,Grace Adams,Florida,2825.44,59151,Healthcare,252.09,2025-03-03,1137.5192307692307
27,pass27#Fl,Samuel Bell,Florida,923.42,60705,Food,25.35,2025-03-03,1167.4038461538462
27,pass27#Fl,Samuel Bell,Florida,923.42,60705,Utilities,64.16,2025-03-03,1167.4038461538462
27,pass27#Fl,Samuel Bell,Florida,923.42,60705,Housing,471.87,2025-03-03,1167.4038461538462
27,pass27#Fl,Samuel Bell,Florida,923.42,60705,Transport,25.96,2025-03-03,1167.4038461538462
27,pass27#Fl,Samuel Bell,Florida,923.42,60705,Entertainment,35.92,2025-03-03,1167.4038461538462
27,pass27#Fl,Samuel Bell,Florida,923.42,60705,Healthcare,79.97,2025-03-03,1167.4038461538462
28,pass28#Fl,Zoe Ramirez,Florida,954.39,64261,Food,80.97,2025-03-03,1235.7884615384614
28,pass28#Fl,Zoe Ramirez,Florida,954.39,64261,Utilities,110.77,2025-03-03,1235.7884615384614
28,pass28#Fl,Zoe Ramirez,Florida,954.39,64261,Housing,772.13,2025-03-03,1235.7884615384614
28,pass28#Fl,Zoe Ramirez,Florida,954.39,64261,Transport,33.12,2025-03-03,1235.7884615384614
28,pass28#Fl,Zoe Ramirez,Florida,954.39,64261,Entertainment,10.49,2025-03-03,1235.7884615384614
28,pass28#Fl,Zoe Ramirez,Florida,954.39,64261,Healthcare,290.8,2025-03-03,1235.7884615384614
29,pass29#Fl,Natalie Hughes,Florida,6810.46,78580,Food,73.78,2025-03-03,1511.1538461538462
29,pass29#Fl,Natalie Hughes,Florida,6810.46,78580,Utilities,207.69,2025-03-03,1511.1538461538462
29,pass29#Fl,Natalie Hughes,Florida,6810.46,78580,Housing,819.43,2025-03-03,1511.1538461538462
29,pass29#Fl,Natalie Hughes,Florida,6810.46,78580,Transport,49.76,2025-03-03,1511.1538461538462
29,pass29#Fl,Natalie Hughes,Florida,6810.46,78580,Entertainment,23.4,2025-03-03,1511.1538461538462
29,pass29#Fl,Natalie Hughes,Florida,6810.46,78580,Healthcare,146.31,2025-03-03,1511.1538461538462
30,pass30#Fl,Owen Perry,Florida,4909.06,71635,Food,22.47,2025-03-03,1377.5961538461538
30,pass30#Fl,Owen Perry,Florida,4909.06,71635,Utilities,103.01,2025-03-03,1377.5961538461538
30,pass30#Fl,Owen Perry,Florida,4909.06,71635,Housing,188.16,2025-03-03,1377.5961538461538
30,pass30#Fl,Owen Perry,Florida,4909.06,71635,Transport,23.56,2025-03-03,1377.5961538461538
30,pass30#Fl,Owen Perry,Florida,4909.06,71635,Entertainment,114.76,2025-03-03,1377.5961538461538
30,pass30#Fl,Owen Perry,Florida,4909.06,71635,Healthcare,84.3,2025-03-03,1377.5961538461538
1,pass1#Ge,Alex Morgan,Georgia,5187.53,77746,Food,68.06,2025-03-10,1495.1153846153845
1,pass1#Ge,Alex Morgan,Georgia,5187.53,77746,Utilities,110.63,2025-03-10,1495.1153846153845
1,pass1#Ge,Alex Morgan,Georgia,5187.53,77746,Housing,443.89,2025-03-10,1495.1153846153845
1,pass1#Ge,Alex Morgan,Georgia,5187.53,77746,Transport,54.67,2025-03-10,1495.1153846153845
1,pass1#Ge,Alex Morgan,Georgia,5187.53,77746,Entertainment,113.5,2025-03-10,1495.1153846153845
1,pass1#Ge,Alex Morgan,Georgia,5187.53,77746,Healthcare,162.61,2025-03-10,1495.1153846153845
2,pass2#Ge,Jordan Harris,Georgia,395.08,48313,Food,62.76,2025-03-10,929.0961538461538
2,pass2#Ge,Jordan Harris,Georgia,395.08,48313,Utilities,56.44,2025-03-10,929.0961538461538
2,pass2#Ge,Jordan Harris,Georgia,395.08,48313,Housing,353.9,2025-03-10,929.0961538461538
2,pass2#Ge,Jordan Harris,Georgia,395.08,48313,Transport,55.29,2025-03-10,929.0961538461538
2,pass2#Ge,Jordan Harris,Georgia,395.08,48313,Entertainment,68.03,2025-03-10,929.0961538461538
2,pass2#Ge,Jordan Harris,Georgia,395.08,48313,Healthcare,158.87,2025-03-10,929.0961538461538
3,pass3#Ge,Taylor Reed,Georgia,2345.23,58979,Food,65.15,2025-03-10,1134.2115384615386
3,pass3#Ge,Taylor Reed,Georgia,2345.23,58979,Utilities,38.82,2025-03-10,1134.2115384615386
3,pass3#Ge,Taylor Reed,Georgia,2345.23,58979,Housing,558.73,2025-03-10,1134.2115384615386
3,pass3#Ge,Taylor Reed,Georgia,2345.23,58979,Transport,29.84,2025-03-10,1134.2115384615386
3,pass3#Ge,Taylor Reed,Georgia,2345.23,58979,Entertainment,97.91,2025-03-10,1134.2115384615386
3,pass3#Ge,Taylor Reed,Georgia,2345.23,58979,Healthcare,52.87,2025-03-10,1134.2115384615386
4,pass4#Ge,Morgan Lee,Georgia,1941.04,50044,Food,82.33,2025-03-10,962.3846153846154
4,pass4#Ge,Morgan Lee,Georgia,1941.04,50044,Utilities,42.96,2025-03-10,962.3846153846154
4,pass4#Ge,Morgan Lee,Georgia,1941.04,50044,Housing,274.9,2025-03-10,962.3846153846154
4,pass4#Ge,Morgan Lee,Georgia,1941.04,50044,Transport,34.88,2025-03-10,962.3846153846154
4,pass4#Ge,Morgan Lee,Georgia,1941.04,50044,Entertainment,78.52,2025-03-10,962.3846153846154
4,pass4#Ge,Morgan Lee,Georgia,1941.04,50044,Healthcare,74.3,2025-03-10,962.3846153846154
5,pass5#Ge,Casey Brooks,Georgia,5944.48,66520,Food,14.43,2025-03-10,1279.2307692307693
5,pass5#Ge,Casey Brooks,Georgia,5944.48,66520,Utilities,189.2,2025-03-10,1279.2307692307693
5,pass5#Ge,Casey Brooks,Georgia,5944.48,66520,Housing,317.93,2025-03-10,1279.2307692307693
5,pass5#Ge,Casey Brooks,Georgia,5944.48,66520,Transport,34.85,2025-03-10,1279.2307692307693
5,pass5#Ge,Casey Brooks,Georgia,5944.48,66520,Entertainment,72.42,2025-03-10,1279.2307692307693
5,pass5#Ge,Casey Brooks,Georgia,5944.48,66520,Healthcare,125.0,2025-03-10,1279.2307692307693
6,pass6#Ge,Riley Price,Georgia,5478.26,63329,Food,51.88,2025-03-10,1217.8653846153845
6,pass6#Ge,Riley Price,Georgia,5478.26,63329,Utilities,122.86,2025-03-10,1217.8653846153845
6,pass6#Ge,Riley Price,Georgia,5478.26,63329,Housing,808.48,2025-03-10,1217.8653846153845
6,pass6#Ge,Riley Price,Georgia,5478.26,63329,Transport,13.53,2025-03-10,1217.8653846153845
6,pass6#Ge,Riley Price,Georgia,5478.26,63329,Entertainment,82.99,2025-03-10,1217.8653846153845
6,pass6#Ge,Riley Price,Georgia,5478.26,63329,Healthcare,75.26,2025-03-10,1217.8653846153845
7,pass7#Ca,Sofia Martinez,California,7159.0,69714,Food,44.44,2025-03-10,1340.6538461538462
7,pass7#Ca,Sofia Martinez,California,7159.0,69714,Utilities,181.26,2025-03-10,1340.6538461538462
7,pass7#Ca,Sofia Martinez,California,7159.0,69714,Housing,431.25,2025-03-10,1340.6538461538462
7,pass7#Ca,Sofia Martinez,California,7159.0,69714,Transport,23.78,2025-03-10,1340.6538461538462
7,pass7#Ca,Sofia Martinez,California,7159.0,69714,Entertainment,105.18,2025-03-10,1340.6538461538462
7,pass7#Ca,Sofia Martinez,California,7159.0,69714,Healthcare,35.69,2025-03-10,1340.6538461538462
8,pass8#Ca,Liam Johnson,California,878.12,61813,Food,50.55,2025-03-10,1188.7115384615386
8,pass8#Ca,Liam Johnson,California,878.12,61813,Utilities,252.66,2025-03-10,1188.7115384615386
8,pass8#Ca,Liam Johnson,California,878.12,61813,Housing,1031.63,2025-03-10,1188.7115384615386
8,pass8#Ca,Liam Johnson,California,878.12,61813,Transport,7.72,2025-03-10,1188.7115384615386
8,pass8#Ca,Liam Johnson,California,878.12,61813,Entertainment,33.94,2025-03-10,1188.7115384615386
8,pass8#Ca,Liam Johnson,California,878.12,61813,Healthcare,99.94,2025-03-10,1188.7115384615386
9,pass9#Ca,Olivia Chen,California,3490.99,86564,Food,96.98,2025-03-10,1664.6923076923076
9,pass9#Ca,Olivia Chen,California,3490.99,86564,Utilities,226.97,2025-03-10,1664.6923076923076
9,pass9#Ca,Olivia Chen,California,3490.99,86564,Housing,930.87,2025-03-10,1664.6923076923076
9,pass9#Ca,Olivia Chen,California,3490.99,86564,Transport,27.31,2025-03-10,1664.6923076923076
9,pass9#Ca,Olivia Chen,California,3490.99,86564,Entertainment,26.61,2025-03-10,1664.6923076923076
9,pass9#Ca,Olivia Chen,California,3490.99,86564,Healthcare,289.55,2025-03-10,1664.6923076923076
10,pass10#Ca,Noah Davis,California,432.42,81133,Food,74.52,2025-03-10,1560.25
10,pass10#Ca,Noah Davis,California,432.42,81133,Utilities,168.15,2025-03-10,1560.25
10,pass10#Ca,Noah Davis,California,432.42,81133,Housing,1023.99,2025-03-10,1560.25
10,pass10#Ca,Noah Davis,California,432.42,81133,Transport,46.12,2025-03-10,1560.25
10,pass10#Ca,Noah Davis,California,432.42,81133,Entertainment,6.78,2025-03-10,1560.25
10,pass10#Ca,Noah Davis,California,432.42,81133,Healthcare,284.0,2025-03-10,1560.25
11,pass11#Ca,Ava Patel,California,1905.38,94799,Food,35.01,2025-03-10,1823.0576923076924
11,pass11#Ca,Ava Patel,California,1905.38,94799,Utilities,179.45,2025-03-10,1823.0576923076924
11,pass11#Ca,Ava Patel,California,1905.38,94799,Housing,982.33,2025-03-10,1823.0576923076924
11,pass11#Ca,Ava Patel,California,1905.38,94799,Transport,11.75,2025-03-10,1823.0576923076924
11,pass11#Ca,Ava Patel,California,1905.38,94799,Entertainment,21.02,2025-03-10,1823.0576923076924
11,pass11#Ca,Ava Patel,California,1905.38,94799,Healthcare,47.2,2025-03-10,1823.0576923076924
12,pass12#Ca,Mason Rivera,California,4141.77,98909,Food,59.83,2025-03-10,1902.0961538461538
12,pass12#Ca,Mason Rivera,California,4141.77,98909,Utilities,94.01,2025-03-10,1902.0961538461538
12,pass12#Ca,Mason Rivera,California,4141.77,98909,Housing,694.17,2025-03-10,1902.0961538461538
12,pass12#Ca,Mason Rivera,California,4141.77,98909,Transport,50.33,2025-03-10,1902.0961538461538
12,pass12#Ca,Mason Rivera,California,4141.77,98909,Entertainment,32.68,2025-03-10,1902.0961538461538
12,pass12#Ca,Mason Rivera,California,4141.77,98909,Healthcare,223.02,2025-03-10,1902.0961538461538
13,pass13#Ne,Ethan Clark,New York,406.98,94178,Food,30.18,2025-03-10,1811.1153846153845
13,pass13#Ne,Ethan Clark,New York,406.98,94178,Utilities,135.1,2025-03-10,1811.1153846153845
13,pass13#Ne,Ethan Clark,New York,406.98,94178,Housing,911.9,2025-03-10,1811.1153846153845
13,pass13#Ne,Ethan Clark,New York,406.98,94178,Transport,56.27,2025-03-10,1811.1153846153845
13,pass13#Ne,Ethan Clark,New York,406.98,94178,Entertainment,17.18,2025-03-10,1811.1153846153845
13,pass13#Ne,Ethan Clark,New York,406.98,94178,Healthcare,146.12,2025-03-10,1811.1153846153845
14,pass14#Ne,Isabella Scott,New York,1750.93,87343,Food,31.37,2025-03-10,1679.673076923077
14,pass14#Ne,Isabella Scott,New York,1750.93,87343,Utilities,33.74,2025-03-10,1679.673076923077
14,pass14#Ne,Isabella Scott,New York,1750.93,87343,Housing,801.17,2025-03-10,1679.673076923077
